% f_log(GV/m) T(K) deltaE(eV)
-5.84178250 904.3 4.59114971
-5.84178250 910.4 4.59218747
-5.84178250 916.4 4.59322521
-5.84178250 922.4 4.59426296
-5.84178250 928.4 4.59530070
-5.84178250 934.4 4.59633844
-5.84178250 940.5 4.59737617
-5.84178250 946.5 4.59841391
-5.84178250 952.5 4.59945164
-5.84178250 958.5 4.60048937
-5.84178250 964.5 4.60152710
-5.84178250 970.6 4.60256483
-5.84178250 976.6 4.60360256
-5.84178250 982.6 4.60464028
-5.84178250 988.6 4.60567801
-5.84178250 994.6 4.60671574
-5.84178250 1000.7 4.60775347
-5.84178250 1006.7 4.60879121
-5.84178250 1012.7 4.60982894
-5.84178250 1018.7 4.61086667
-5.84178250 1024.7 4.61190441
-5.84178250 1030.8 4.61294215
-5.84178250 1036.8 4.61397989
-5.84178250 1042.8 4.61501764
-5.84178250 1048.8 4.61605539
-5.84178250 1054.8 4.61709314
-5.84178250 1060.9 4.61813089
-5.84178250 1066.9 4.61916865
-5.84178250 1072.9 4.62020641
-5.84178250 1078.9 4.62124417
-5.84178250 1084.9 4.62228194
-5.84178250 1091.0 4.62331971
-5.84178250 1097.0 4.62435748
-5.84178250 1103.0 4.62539525
-5.84178250 1109.0 4.62643303
-5.84178250 1115.1 4.62747082
-5.84178250 1121.1 4.62850860
-5.84178250 1127.1 4.62954639
-5.84178250 1133.1 4.63058419
-5.84178250 1139.1 4.63162198
-5.84178250 1145.2 4.63265978
-5.84178250 1151.2 4.63369758
-5.84178250 1157.2 4.63473916
-5.84178250 1163.2 4.63577819
-5.84178250 1169.2 4.63681720
-5.84178250 1175.3 4.63785618
-5.84178250 1181.3 4.63889514
-5.84178250 1187.3 4.63993407
-5.84178250 1193.3 4.64096724
-5.84178250 1199.3 4.64200500
-5.84178250 1205.4 4.64304276
-5.84178250 1211.4 4.64408052
-5.84178250 1217.4 4.64511827
-5.84178250 1223.4 4.64615602
-5.84178250 1229.4 4.64719377
-5.84178250 1235.5 4.64823152
-5.84178250 1241.5 4.64903121
-5.84178250 1247.5 4.65007137
-5.84178250 1253.5 4.65111138
-5.84178250 1259.5 4.65215135
-5.84178250 1265.6 4.65319129
-5.84178250 1271.6 4.65423120
-5.84178250 1277.6 4.65527108
-5.84178250 1283.6 4.65654469
-5.84178250 1289.6 4.65758226
-5.84178250 1295.7 4.65861994
-5.84178250 1301.7 4.65965761
-5.84178250 1307.7 4.66069529
-5.84178250 1313.7 4.66173296
-5.84178250 1319.7 4.66277063
-5.84178250 1325.8 4.66380830
-5.84178250 1331.8 4.66484597
-5.84178250 1337.8 4.66588364
-5.84178250 1343.8 4.66692131
-5.84178250 1349.8 4.66795897
-5.84178250 1355.9 4.66899664
-5.84178250 1361.9 4.67003430
-5.84178250 1367.9 4.67107196
-5.84178250 1373.9 4.67210962
-5.84178250 1379.9 4.67314728
-5.84178250 1386.0 4.67418494
-5.84178250 1392.0 4.67522260
-5.84178250 1398.0 4.67626026
-5.84178250 1404.0 4.67729791
-5.84178250 1410.0 4.67833557
-5.84178250 1416.1 4.67937322
-5.84178250 1422.1 4.68041088
-5.84178250 1428.1 4.68144853
-5.84178250 1434.1 4.68248618
-5.84178250 1440.1 4.68352383
-5.84178250 1446.2 4.68456145
-5.84178250 1452.2 4.68559913
-5.84178250 1458.2 4.68663678
-5.84178250 1464.2 4.68767442
-5.84178250 1470.2 4.68871207
-5.84178250 1476.3 4.68974971
-5.84178250 1482.3 4.69078736
-5.84178250 1488.3 4.69182504
-5.84178250 1494.3 4.69286264
-5.84178250 1500.3 4.69390028
-5.84178250 1506.4 4.69493793
-5.84178250 1512.4 4.69597557
-5.84178250 1518.4 4.69701320
-5.84178250 1524.4 4.69805084
-5.84178250 1530.4 4.69908848
-5.84178250 1536.5 4.70012612
-5.84178250 1542.5 4.70116375
-5.84178250 1548.5 4.70220139
-5.84178250 1554.5 4.70323902
-5.84178250 1560.5 4.70427666
-5.84178250 1566.6 4.70531429
-5.84178250 1572.6 4.70635192
-5.84178250 1578.6 4.70738955
-5.84178250 1584.6 4.70842718
-5.84178250 1590.6 4.70946481
-5.84178250 1596.7 4.71050244
-5.84178250 1602.7 4.71154007
-5.84178250 1608.7 4.71257770
-5.84178250 1614.7 4.71361533
-5.84178250 1620.7 4.71465295
-5.84178250 1626.8 4.71569058
-5.84178250 1632.8 4.71672821
-5.84178250 1638.8 4.71776583
-5.84178250 1644.8 4.71880345
-5.84178250 1650.8 4.71984108
-5.84178250 1656.9 4.72087870
-5.84178250 1662.9 4.72191632
-5.84178250 1668.9 4.72295394
-5.84178250 1674.9 4.72399157
-5.84178250 1680.9 4.72502919
-5.84178250 1687.0 4.72606681
-5.84178250 1693.0 4.72710443
-5.84178250 1699.0 4.72814204
-5.84178250 1705.0 4.72917966
-5.84178250 1711.0 4.73021728
-5.84178250 1717.1 4.73125490
-5.84178250 1723.1 4.73229251
-5.84178250 1729.1 4.73333013
-5.84178250 1735.1 4.73436775
-5.84178250 1741.1 4.73540536
-5.84178250 1747.2 4.73644297
-5.84178250 1753.2 4.73748059
-5.84178250 1759.2 4.73851820
-5.84178250 1765.2 4.73955581
-5.84178250 1771.2 4.74059343
-5.84178250 1777.3 4.74163104
-5.84178250 1783.3 4.74266865
-5.84178250 1789.3 4.74370626
-5.84178250 1795.3 4.74474387
-5.84178250 1801.3 4.74578148
-5.84178250 1807.4 4.74681909
-5.84178250 1813.4 4.74785670
-5.84178250 1819.4 4.74889431
-5.84178250 1825.4 4.74993192
-5.84178250 1831.4 4.75096952
-5.84178250 1837.5 4.75200713
-5.84178250 1843.5 4.75304474
-5.84178250 1849.5 4.75408234
-5.84178250 1855.5 4.75511995
-5.84178250 1861.5 4.75615755
-5.84178250 1867.6 4.75719516
-5.84178250 1873.6 4.75823276
-5.84178250 1879.6 4.75927037
-5.84178250 1885.6 4.76030797
-5.84178250 1891.6 4.76134557
-5.84178250 1897.7 4.76238318
-5.84178250 1903.7 4.76342078
-5.84178250 1909.7 4.76445838
-5.84178250 1915.7 4.76549598
-5.84178250 1921.7 4.76653358
-5.84178250 1927.8 4.76757119
-5.84178250 1933.8 4.76860879
-5.84178250 1939.8 4.76964639
-5.84178250 1945.8 4.77068399
-5.84178250 1951.8 4.77172158
-5.84178250 1957.9 4.77275918
-5.84178250 1963.9 4.77379678
-5.84178250 1969.9 4.77483438
-5.84178250 1975.9 4.77587198
-5.84178250 1981.9 4.77690958
-5.84178250 1988.0 4.77794717
-5.84178250 1994.0 4.77898477
-5.84178250 2000.0 4.78002237
-5.80215240 200.0 4.46830317
-5.80215240 206.0 4.46934643
-5.80215240 212.0 4.47038941
-5.80215240 218.1 4.47143212
-5.80215240 224.1 4.47247459
-5.80215240 230.1 4.47351683
-5.80215240 236.1 4.47455886
-5.80215240 242.1 4.47560069
-5.80215240 248.2 4.47664233
-5.80215240 254.2 4.47768379
-5.80215240 260.2 4.47872510
-5.80215240 266.2 4.47976624
-5.80215240 272.2 4.48080725
-5.80215240 278.3 4.48184811
-5.80215240 284.3 4.48288885
-5.80215240 290.3 4.48392947
-5.80215240 296.3 4.48496997
-5.80215240 302.3 4.48601036
-5.80215240 308.4 4.48705065
-5.80215240 314.4 4.48809085
-5.80215240 320.4 4.48913095
-5.80215240 326.4 4.49017096
-5.80215240 332.4 4.49121089
-5.80215240 338.5 4.49225074
-5.80215240 344.5 4.49329052
-5.80215240 350.5 4.49433023
-5.80215240 356.5 4.49536986
-5.80215240 362.5 4.49640943
-5.80215240 368.6 4.49744894
-5.80215240 374.6 4.49848839
-5.80215240 380.6 4.49952779
-5.80215240 386.6 4.50056713
-5.80215240 392.6 4.50160642
-5.80215240 398.7 4.50264565
-5.80215240 404.7 4.50368485
-5.80215240 410.7 4.50472399
-5.80215240 416.7 4.50576310
-5.80215240 422.7 4.50680216
-5.80215240 428.8 4.50784119
-5.80215240 434.8 4.50888018
-5.80215240 440.8 4.50991913
-5.80215240 446.8 4.51095804
-5.80215240 452.8 4.51199693
-5.80215240 458.9 4.51303578
-5.80215240 464.9 4.51407461
-5.80215240 470.9 4.51511340
-5.80215240 476.9 4.51615217
-5.80215240 482.9 4.51719091
-5.80215240 489.0 4.51822963
-5.80215240 495.0 4.51926832
-5.80215240 501.0 4.52030700
-5.80215240 507.0 4.52134564
-5.80215240 513.0 4.52238427
-5.80215240 519.1 4.52342288
-5.80215240 525.1 4.52446147
-5.80215240 531.1 4.52550004
-5.80215240 537.1 4.52653859
-5.80215240 543.1 4.52757712
-5.80215240 549.2 4.52861564
-5.80215240 555.2 4.52965414
-5.80215240 561.2 4.53069262
-5.80215240 567.2 4.53173109
-5.80215240 573.2 4.53276954
-5.80215240 579.3 4.53380797
-5.80215240 585.3 4.53484639
-5.80215240 591.3 4.53588480
-5.80215240 597.3 4.53692319
-5.80215240 603.3 4.53796156
-5.80215240 609.4 4.53899992
-5.80215240 615.4 4.54003826
-5.80215240 621.4 4.54107659
-5.80215240 627.4 4.54211491
-5.80215240 633.4 4.54315320
-5.80215240 639.5 4.54419149
-5.80215240 645.5 4.54522975
-5.80215240 651.5 4.54626801
-5.80215240 657.5 4.54730624
-5.80215240 663.5 4.54834446
-5.80215240 669.6 4.54938267
-5.80215240 675.6 4.55042086
-5.80215240 681.6 4.55145903
-5.80215240 687.6 4.55249719
-5.80215240 693.6 4.55353533
-5.80215240 699.7 4.55457345
-5.80215240 705.7 4.55561156
-5.80215240 711.7 4.55664965
-5.80215240 717.7 4.55768773
-5.80215240 723.7 4.55872579
-5.80215240 729.8 4.55976383
-5.80215240 735.8 4.56080186
-5.80215240 741.8 4.56183987
-5.80215240 747.8 4.56287787
-5.80215240 753.8 4.56391585
-5.80215240 759.9 4.56495382
-5.80215240 765.9 4.56599177
-5.80215240 771.9 4.56702971
-5.80215240 777.9 4.56806763
-5.80215240 783.9 4.56910554
-5.80215240 790.0 4.57014343
-5.80215240 796.0 4.57118131
-5.80215240 802.0 4.57221918
-5.80215240 808.0 4.57325704
-5.80215240 814.0 4.57429488
-5.80215240 820.1 4.57533271
-5.80215240 826.1 4.57637053
-5.80215240 832.1 4.57740834
-5.80215240 838.1 4.57844614
-5.80215240 844.1 4.57948393
-5.80215240 850.2 4.58052171
-5.80215240 856.2 4.58155948
-5.80215240 862.2 4.58259724
-5.80215240 868.2 4.58363499
-5.80215240 874.2 4.58467274
-5.80215240 880.3 4.58571048
-5.80215240 886.3 4.58674821
-5.80215240 892.3 4.58778594
-5.80215240 898.3 4.58882366
-5.80215240 904.3 4.58986138
-5.80215240 910.4 4.59089909
-5.80215240 916.4 4.59193680
-5.80215240 922.4 4.59297450
-5.80215240 928.4 4.59401220
-5.80215240 934.4 4.59504990
-5.80215240 940.5 4.59608760
-5.80215240 946.5 4.59712529
-5.80215240 952.5 4.59816299
-5.80215240 958.5 4.59920068
-5.80215240 964.5 4.60023837
-5.80215240 970.6 4.60127607
-5.80215240 976.6 4.60231376
-5.80215240 982.6 4.60335145
-5.80215240 988.6 4.60438915
-5.80215240 994.6 4.60542684
-5.80215240 1000.7 4.60646454
-5.80215240 1006.7 4.60750224
-5.80215240 1012.7 4.60853994
-5.80215240 1018.7 4.60957764
-5.80215240 1024.7 4.61061534
-5.80215240 1030.8 4.61165305
-5.80215240 1036.8 4.61269076
-5.80215240 1042.8 4.61372848
-5.80215240 1048.8 4.61476619
-5.80215240 1054.8 4.61580391
-5.80215240 1060.9 4.61684163
-5.80215240 1066.9 4.61787936
-5.80215240 1072.9 4.61891709
-5.80215240 1078.9 4.61995482
-5.80215240 1084.9 4.62099256
-5.80215240 1091.0 4.62203030
-5.80215240 1097.0 4.62306805
-5.80215240 1103.0 4.62410579
-5.80215240 1109.0 4.62514354
-5.80215240 1115.1 4.62618130
-5.80215240 1121.1 4.62721906
-5.80215240 1127.1 4.62825682
-5.80215240 1133.1 4.62929459
-5.80215240 1139.1 4.63017831
-5.80215240 1145.2 4.63121765
-5.80215240 1151.2 4.63225696
-5.80215240 1157.2 4.63329975
-5.80215240 1163.2 4.63434023
-5.80215240 1169.2 4.63538067
-5.80215240 1175.3 4.63657248
-5.80215240 1181.3 4.63761138
-5.80215240 1187.3 4.63865024
-5.80215240 1193.3 4.63968364
-5.80215240 1199.3 4.64072135
-5.80215240 1205.4 4.64175906
-5.80215240 1211.4 4.64279677
-5.80215240 1217.4 4.64383447
-5.80215240 1223.4 4.64487218
-5.80215240 1229.4 4.64590988
-5.80215240 1235.5 4.64694758
-5.80215240 1241.5 4.64798528
-5.80215240 1247.5 4.64902336
-5.80215240 1253.5 4.65006105
-5.80215240 1259.5 4.65109874
-5.80215240 1265.6 4.65213643
-5.80215240 1271.6 4.65317411
-5.80215240 1277.6 4.65421180
-5.80215240 1283.6 4.65524948
-5.80215240 1289.6 4.65628717
-5.80215240 1295.7 4.65732448
-5.80215240 1301.7 4.65836216
-5.80215240 1307.7 4.65939984
-5.80215240 1313.7 4.66043752
-5.80215240 1319.7 4.66147520
-5.80215240 1325.8 4.66251288
-5.80215240 1331.8 4.66355056
-5.80215240 1337.8 4.66458824
-5.80215240 1343.8 4.66562591
-5.80215240 1349.8 4.66666358
-5.80215240 1355.9 4.66770126
-5.80215240 1361.9 4.66873893
-5.80215240 1367.9 4.66977660
-5.80215240 1373.9 4.67081427
-5.80215240 1379.9 4.67185194
-5.80215240 1386.0 4.67288960
-5.80215240 1392.0 4.67392727
-5.80215240 1398.0 4.67496493
-5.80215240 1404.0 4.67600260
-5.80215240 1410.0 4.67704026
-5.80215240 1416.1 4.67807792
-5.80215240 1422.1 4.67911558
-5.80215240 1428.1 4.68015324
-5.80215240 1434.1 4.68119090
-5.80215240 1440.1 4.68222855
-5.80215240 1446.2 4.68326621
-5.80215240 1452.2 4.68430383
-5.80215240 1458.2 4.68534152
-5.80215240 1464.2 4.68637917
-5.80215240 1470.2 4.68741682
-5.80215240 1476.3 4.68845448
-5.80215240 1482.3 4.68949213
-5.80215240 1488.3 4.69052981
-5.80215240 1494.3 4.69156743
-5.80215240 1500.3 4.69260507
-5.80215240 1506.4 4.69364272
-5.80215240 1512.4 4.69468037
-5.80215240 1518.4 4.69571801
-5.80215240 1524.4 4.69675566
-5.80215240 1530.4 4.69779330
-5.80215240 1536.5 4.69883094
-5.80215240 1542.5 4.69986858
-5.80215240 1548.5 4.70090622
-5.80215240 1554.5 4.70194387
-5.80215240 1560.5 4.70298150
-5.80215240 1566.6 4.70401914
-5.80215240 1572.6 4.70505678
-5.80215240 1578.6 4.70609442
-5.80215240 1584.6 4.70713206
-5.80215240 1590.6 4.70816969
-5.80215240 1596.7 4.70920733
-5.80215240 1602.7 4.71024496
-5.80215240 1608.7 4.71128259
-5.80215240 1614.7 4.71232023
-5.80215240 1620.7 4.71335786
-5.80215240 1626.8 4.71439549
-5.80215240 1632.8 4.71543312
-5.80215240 1638.8 4.71647075
-5.80215240 1644.8 4.71750838
-5.80215240 1650.8 4.71854601
-5.80215240 1656.9 4.71958364
-5.80215240 1662.9 4.72062126
-5.80215240 1668.9 4.72165889
-5.80215240 1674.9 4.72269652
-5.80215240 1680.9 4.72373414
-5.80215240 1687.0 4.72477177
-5.80215240 1693.0 4.72580939
-5.80215240 1699.0 4.72684702
-5.80215240 1705.0 4.72788464
-5.80215240 1711.0 4.72892226
-5.80215240 1717.1 4.72995988
-5.80215240 1723.1 4.73099750
-5.80215240 1729.1 4.73203513
-5.80215240 1735.1 4.73307275
-5.80215240 1741.1 4.73411037
-5.80215240 1747.2 4.73514798
-5.80215240 1753.2 4.73618560
-5.80215240 1759.2 4.73722322
-5.80215240 1765.2 4.73826084
-5.80215240 1771.2 4.73929845
-5.80215240 1777.3 4.74033607
-5.80215240 1783.3 4.74137369
-5.80215240 1789.3 4.74241130
-5.80215240 1795.3 4.74344892
-5.80215240 1801.3 4.74448653
-5.80215240 1807.4 4.74552414
-5.80215240 1813.4 4.74656176
-5.80215240 1819.4 4.74759937
-5.80215240 1825.4 4.74863698
-5.80215240 1831.4 4.74967459
-5.80215240 1837.5 4.75071221
-5.80215240 1843.5 4.75174982
-5.80215240 1849.5 4.75278743
-5.80215240 1855.5 4.75382504
-5.80215240 1861.5 4.75486265
-5.80215240 1867.6 4.75590026
-5.80215240 1873.6 4.75693786
-5.80215240 1879.6 4.75797547
-5.80215240 1885.6 4.75901308
-5.80215240 1891.6 4.76005069
-5.80215240 1897.7 4.76108829
-5.80215240 1903.7 4.76212590
-5.80215240 1909.7 4.76316351
-5.80215240 1915.7 4.76420111
-5.80215240 1921.7 4.76523872
-5.80215240 1927.8 4.76627632
-5.80215240 1933.8 4.76731393
-5.80215240 1939.8 4.76835153
-5.80215240 1945.8 4.76938913
-5.80215240 1951.8 4.77042674
-5.80215240 1957.9 4.77146434
-5.80215240 1963.9 4.77250194
-5.80215240 1969.9 4.77353954
-5.80215240 1975.9 4.77457714
-5.80215240 1981.9 4.77561474
-5.80215240 1988.0 4.77665234
-5.80215240 1994.0 4.77768995
-5.80215240 2000.0 4.77872755
-5.76252231 200.0 4.46704748
-5.76252231 206.0 4.46808923
-5.76252231 212.0 4.46913076
-5.76252231 218.1 4.47017208
-5.76252231 224.1 4.47121321
-5.76252231 230.1 4.47225416
-5.76252231 236.1 4.47329494
-5.76252231 242.1 4.47433558
-5.76252231 248.2 4.47537607
-5.76252231 254.2 4.47641643
-5.76252231 260.2 4.47745667
-5.76252231 266.2 4.47849679
-5.76252231 272.2 4.47953680
-5.76252231 278.3 4.48057671
-5.76252231 284.3 4.48161653
-5.76252231 290.3 4.48265626
-5.76252231 296.3 4.48369591
-5.76252231 302.3 4.48473547
-5.76252231 308.4 4.48577497
-5.76252231 314.4 4.48681439
-5.76252231 320.4 4.48785374
-5.76252231 326.4 4.48889303
-5.76252231 332.4 4.48993226
-5.76252231 338.5 4.49097144
-5.76252231 344.5 4.49201055
-5.76252231 350.5 4.49304962
-5.76252231 356.5 4.49408864
-5.76252231 362.5 4.49512762
-5.76252231 368.6 4.49616654
-5.76252231 374.6 4.49720543
-5.76252231 380.6 4.49824428
-5.76252231 386.6 4.49928309
-5.76252231 392.6 4.50032186
-5.76252231 398.7 4.50136060
-5.76252231 404.7 4.50239930
-5.76252231 410.7 4.50343797
-5.76252231 416.7 4.50447661
-5.76252231 422.7 4.50551523
-5.76252231 428.8 4.50655381
-5.76252231 434.8 4.50759237
-5.76252231 440.8 4.50863091
-5.76252231 446.8 4.50966942
-5.76252231 452.8 4.51070791
-5.76252231 458.9 4.51174638
-5.76252231 464.9 4.51278483
-5.76252231 470.9 4.51382325
-5.76252231 476.9 4.51486166
-5.76252231 482.9 4.51590006
-5.76252231 489.0 4.51693843
-5.76252231 495.0 4.51797679
-5.76252231 501.0 4.51901513
-5.76252231 507.0 4.52005346
-5.76252231 513.0 4.52109178
-5.76252231 519.1 4.52213008
-5.76252231 525.1 4.52316837
-5.76252231 531.1 4.52420665
-5.76252231 537.1 4.52524491
-5.76252231 543.1 4.52628316
-5.76252231 549.2 4.52732141
-5.76252231 555.2 4.52835964
-5.76252231 561.2 4.52939786
-5.76252231 567.2 4.53043607
-5.76252231 573.2 4.53147426
-5.76252231 579.3 4.53251245
-5.76252231 585.3 4.53355063
-5.76252231 591.3 4.53458880
-5.76252231 597.3 4.53562695
-5.76252231 603.3 4.53666510
-5.76252231 609.4 4.53770323
-5.76252231 615.4 4.53874136
-5.76252231 621.4 4.53977947
-5.76252231 627.4 4.54081757
-5.76252231 633.4 4.54185566
-5.76252231 639.5 4.54289374
-5.76252231 645.5 4.54393181
-5.76252231 651.5 4.54496987
-5.76252231 657.5 4.54600791
-5.76252231 663.5 4.54704594
-5.76252231 669.6 4.54808396
-5.76252231 675.6 4.54912197
-5.76252231 681.6 4.55015996
-5.76252231 687.6 4.55119794
-5.76252231 693.6 4.55223591
-5.76252231 699.7 4.55327386
-5.76252231 705.7 4.55431181
-5.76252231 711.7 4.55534973
-5.76252231 717.7 4.55638765
-5.76252231 723.7 4.55742555
-5.76252231 729.8 4.55846344
-5.76252231 735.8 4.55950131
-5.76252231 741.8 4.56053918
-5.76252231 747.8 4.56157703
-5.76252231 753.8 4.56261486
-5.76252231 759.9 4.56365269
-5.76252231 765.9 4.56469050
-5.76252231 771.9 4.56572829
-5.76252231 777.9 4.56676608
-5.76252231 783.9 4.56780385
-5.76252231 790.0 4.56884162
-5.76252231 796.0 4.56987937
-5.76252231 802.0 4.57091711
-5.76252231 808.0 4.57195484
-5.76252231 814.0 4.57299256
-5.76252231 820.1 4.57403027
-5.76252231 826.1 4.57506797
-5.76252231 832.1 4.57610566
-5.76252231 838.1 4.57714334
-5.76252231 844.1 4.57818101
-5.76252231 850.2 4.57921868
-5.76252231 856.2 4.58025633
-5.76252231 862.2 4.58129399
-5.76252231 868.2 4.58233163
-5.76252231 874.2 4.58336927
-5.76252231 880.3 4.58440690
-5.76252231 886.3 4.58544453
-5.76252231 892.3 4.58648215
-5.76252231 898.3 4.58751977
-5.76252231 904.3 4.58855739
-5.76252231 910.4 4.58959500
-5.76252231 916.4 4.59063261
-5.76252231 922.4 4.59167022
-5.76252231 928.4 4.59270783
-5.76252231 934.4 4.59374543
-5.76252231 940.5 4.59478303
-5.76252231 946.5 4.59582064
-5.76252231 952.5 4.59685824
-5.76252231 958.5 4.59789584
-5.76252231 964.5 4.59893345
-5.76252231 970.6 4.59997105
-5.76252231 976.6 4.60100866
-5.76252231 982.6 4.60204626
-5.76252231 988.6 4.60308387
-5.76252231 994.6 4.60412148
-5.76252231 1000.7 4.60515910
-5.76252231 1006.7 4.60619671
-5.76252231 1012.7 4.60723433
-5.76252231 1018.7 4.60827195
-5.76252231 1024.7 4.60930958
-5.76252231 1030.8 4.61034721
-5.76252231 1036.8 4.61138484
-5.76252231 1042.8 4.61242248
-5.76252231 1048.8 4.61346011
-5.76252231 1054.8 4.61449776
-5.76252231 1060.9 4.61553541
-5.76252231 1066.9 4.61657306
-5.76252231 1072.9 4.61761071
-5.76252231 1078.9 4.61864837
-5.76252231 1084.9 4.61968604
-5.76252231 1091.0 4.62072371
-5.76252231 1097.0 4.62176138
-5.76252231 1103.0 4.62279906
-5.76252231 1109.0 4.62383674
-5.76252231 1115.1 4.62487443
-5.76252231 1121.1 4.62591212
-5.76252231 1127.1 4.62694981
-5.76252231 1133.1 4.62816438
-5.76252231 1139.1 4.62920017
-5.76252231 1145.2 4.63023599
-5.76252231 1151.2 4.63127184
-5.76252231 1157.2 4.63231096
-5.76252231 1163.2 4.63334808
-5.76252231 1169.2 4.63438520
-5.76252231 1175.3 4.63525055
-5.76252231 1181.3 4.63628944
-5.76252231 1187.3 4.63732830
-5.76252231 1193.3 4.63836199
-5.76252231 1199.3 4.63939971
-5.76252231 1205.4 4.64043743
-5.76252231 1211.4 4.64147515
-5.76252231 1217.4 4.64251287
-5.76252231 1223.4 4.64355058
-5.76252231 1229.4 4.64458829
-5.76252231 1235.5 4.64562600
-5.76252231 1241.5 4.64666371
-5.76252231 1247.5 4.64770141
-5.76252231 1253.5 4.64873912
-5.76252231 1259.5 4.64977682
-5.76252231 1265.6 4.65081452
-5.76252231 1271.6 4.65185222
-5.76252231 1277.6 4.65288992
-5.76252231 1283.6 4.65392734
-5.76252231 1289.6 4.65496503
-5.76252231 1295.7 4.65600273
-5.76252231 1301.7 4.65704043
-5.76252231 1307.7 4.65807812
-5.76252231 1313.7 4.65911581
-5.76252231 1319.7 4.66015350
-5.76252231 1325.8 4.66119119
-5.76252231 1331.8 4.66222916
-5.76252231 1337.8 4.66326684
-5.76252231 1343.8 4.66430453
-5.76252231 1349.8 4.66534221
-5.76252231 1355.9 4.66637989
-5.76252231 1361.9 4.66741757
-5.76252231 1367.9 4.66845525
-5.76252231 1373.9 4.66949293
-5.76252231 1379.9 4.67053060
-5.76252231 1386.0 4.67156828
-5.76252231 1392.0 4.67260595
-5.76252231 1398.0 4.67364362
-5.76252231 1404.0 4.67468129
-5.76252231 1410.0 4.67571896
-5.76252231 1416.1 4.67675663
-5.76252231 1422.1 4.67779430
-5.76252231 1428.1 4.67883196
-5.76252231 1434.1 4.67986963
-5.76252231 1440.1 4.68090729
-5.76252231 1446.2 4.68194496
-5.76252231 1452.2 4.68298259
-5.76252231 1458.2 4.68402028
-5.76252231 1464.2 4.68505794
-5.76252231 1470.2 4.68609560
-5.76252231 1476.3 4.68713326
-5.76252231 1482.3 4.68817092
-5.76252231 1488.3 4.68920857
-5.76252231 1494.3 4.69024626
-5.76252231 1500.3 4.69128388
-5.76252231 1506.4 4.69232154
-5.76252231 1512.4 4.69335919
-5.76252231 1518.4 4.69439684
-5.76252231 1524.4 4.69543449
-5.76252231 1530.4 4.69647214
-5.76252231 1536.5 4.69750979
-5.76252231 1542.5 4.69854744
-5.76252231 1548.5 4.69958509
-5.76252231 1554.5 4.70062273
-5.76252231 1560.5 4.70166038
-5.76252231 1566.6 4.70269802
-5.76252231 1572.6 4.70373567
-5.76252231 1578.6 4.70477331
-5.76252231 1584.6 4.70581095
-5.76252231 1590.6 4.70684860
-5.76252231 1596.7 4.70788624
-5.76252231 1602.7 4.70892388
-5.76252231 1608.7 4.70996152
-5.76252231 1614.7 4.71099916
-5.76252231 1620.7 4.71203679
-5.76252231 1626.8 4.71307443
-5.76252231 1632.8 4.71411207
-5.76252231 1638.8 4.71514970
-5.76252231 1644.8 4.71618734
-5.76252231 1650.8 4.71722497
-5.76252231 1656.9 4.71826261
